ID,features,,,,,,,,,,,,
69687e35-a0e7-450c-ad8c-7cd2410a5434,209,638,189,460,947,498,215,182,611,277,678,152,
6a394f09-fceb-4c8e-acbc-5df3258a54d3,622,138,247,394,611,378,164,673,988,111,169,,
6afc9683-18d1-4987-ab75-29f901cbf8d9,204,325,180,631,382,143,154,113,484,181,,,
6d0a1776-20ba-4099-9f8b-229767243040,214,730,178,638,608,213,164,610,114,130,714,,
6e640e53-2d7d-42fc-8c1b-e2b1e6659959,749,371,924,384,441,157,228,144,228,948,951,412,
71ff1d7f-8d85-42e5-8232-1137969e04f9,556,554,208,265,716,456,681,883,518,391,485,,
726cb2ac-ae39-474c-a8fc-f9d5cd04262e,477,712,278,130,275,213,341,932,414,,,,
728f5134-bfd3-4146-96bf-285c93c15e06,953,498,225,679,440,291,550,943,987,983,716,343,
74b62947-0059-4cf2-b5a7-b412891f42e6,186,972,300,991,327,626,126,977,539,784,,,
7617a02b-edc0-4e70-9e32-2a5571cc18fc,779,106,276,358,660,422,365,298,783,949,,,
78ccdda2-0a64-48be-858c-b8a19b1ae396,692,705,873,139,335,438,943,455,391,342,771,249,
797aba6f-7029-4226-beb2-9d04b5e9edab,682,658,613,556,782,56,644,332,881,678,385,270,
79fae388-dbd6-46f1-a8c9-54930e002fc3,797,706,511,132,630,690,975,406,375,476,,,
7c784950-eb36-4c4f-9977-98e35927a263,768,110,802,437,254,452,485,540,306,171,238,,
7fc3ba91-b7f1-4594-bf2f-2ec8414697ca,851,891,,,,,,,,,,,
82722b24-ec0b-4130-a1b6-5cdcb7c286a5,329,377,471,323,239,944,580,468,207,396,,,
834f3e87-9b1c-4d13-ad0d-31c93e4ed1a7,819,280,843,106,273,663,632,267,466,227,,,
85822616-1c98-42f1-8821-0dadeeff073a,925,743,201,654,997,194,981,227,656,405,,,
875f6a4f-5d48-42bf-afc7-c56c4854c3e5,750,543,369,441,183,198,138,472,747,948,53,,
897ed0a7-6a34-4b84-bb45-daa54873d4b0,888,209,281,405,793,509,624,483,919,601,150,,
8ad4f363-9f12-4e83-b57a-fac169b4c920,725,329,356,437,112,739,459,849,674,717,197,,
8cf2d9ea-a82e-4048-b141-75ebc3a72cb8,385,923,638,268,54,581,483,889,532,209,,,
8f70f647-9e97-4a18-b490-7ff8e9ab7dde,607,527,689,413,,,,,,,,,
909049c6-4107-4773-ac61-e02225c0c73a,573,892,685,631,316,791,363,270,614,155,722,,
9189c58e-9404-45d4-bd06-4055e7ec12c5,739,512,425,582,185,112,590,676,258,163,449,,
91c4e017-7123-4858-8d33-29b724f9fc3e,273,139,755,611,404,432,324,471,750,503,106,,
92329b83-7a63-4ee4-8af2-4552f59ad374,767,677,591,537,337,906,653,722,229,213,637,320,
9535acff-6e8d-4171-8b3b-6da36ab7c906,216,776,547,394,680,229,953,206,834,286,234,,
9b0418b8-1fc4-420e-b6c6-151b96dbc2e3,890,165,438,555,878,341,264,495,120,564,,,
9b2d1dfb-f056-4205-ab0b-7c8ed6adc228,743,236,117,636,431,993,118,669,381,,,,
9bdf0918-9ab2-4961-b4f5-4a6d72e0fa1e,210,532,422,570,292,987,261,772,424,541,602,,
9c7cf9db-a69c-4350-85d1-d21ca3e4de89,173,833,580,354,325,231,617,182,295,,,,
9d1e1f44-05a4-4cc3-a8d0-b43d206947d7,186,136,656,271,366,509,796,369,217,603,242,,
9f4d008c-da6e-49c5-8564-b3aa56f22d19,879,119,164,218,134,623,972,759,183,811,651,171,
9f59bef0-486f-49d6-ad32-b5908e386fad,594,754,291,178,571,569,788,163,211,854,538,,
9f91b0df-4621-4543-b49f-51f5ec6a1a45,145,510,512,421,278,320,677,742,317,101,,,
a084541b-5314-4d6b-8bb6-747c5475744c,220,363,393,311,212,310,304,682,881,281,162,,
a550aa1d-7441-40dd-8d66-4a97b4215b83,237,220,517,332,829,329,286,516,681,615,,,
a6f9ad87-90f5-49ae-ba60-c2e61bf3670a,754,199,140,922,182,837,743,605,997,143,,,
a9dbdd7c-fd67-4323-8502-6d75338c81ad,221,736,566,639,935,947,545,179,919,290,300,,
aab5b7fb-11df-45fb-b357-7b9958cbab55,619,642,139,532,622,268,539,450,392,641,149,,
ab96fe94-81c8-45d5-8e0f-8356323aed55,247,357,374,460,644,248,308,557,411,167,583,342,
abbb4ab1-e925-4b31-8485-3794d6e719bf,244,251,729,289,406,454,190,412,528,524,304,,
ad5c7f3c-9b3d-4bee-8556-da7f567e0197,485,357,631,327,981,836,342,894,510,920,,,
ae41afc7-a4b6-4f03-95bd-d4bcaafdbb5c,605,114,432,375,427,440,614,532,188,275,111,,
ae71520d-df0a-4f6a-bc62-fbe16e5df8da,503,223,352,165,383,416,736,383,683,162,373,,
b20c8a67-4b94-4c97-8505-b0e00984ea30,845,994,459,111,274,749,635,991,591,179,440,,
b2b81153-df5b-4b41-9276-00c0b20e819b,903,755,464,598,921,112,411,492,837,175,,,
b52b5a3f-e993-483c-92d1-59a01ca9b1bc,632,723,418,917,351,724,943,80,822,211,,,
b89c3a94-d741-482b-abf8-04d335506aa0,321,448,213,239,574,621,790,618,704,402,307,,
b9b4fc00-4a55-4e92-aa48-ab717ca7759a,809,456,319,432,448,818,539,118,489,904,524,,
bb635dc8-c54e-418c-a5ba-c2757997c059,600,965,434,192,829,241,927,742,687,957,,,
bd78caa6-689b-4cb9-96c9-9c6cfdd22483,907,237,446,376,916,542,396,69,106,631,374,,
bd9147e9-0cf2-474f-aa4f-fb0d6e9da1d6,645,918,147,648,375,260,848,120,969,298,,,
c20139ac-34a2-4320-b806-290abe2af1f3,948,150,529,416,395,696,323,828,901,,,,
c88c810b-62ac-4366-8477-e92dd7bf1844,283,129,456,435,298,632,827,615,475,388,,,
ca885e79-9f9b-4cbd-a5ff-51b04329b2a2,920,807,261,691,842,611,804,294,851,658,,,
cac1d8db-cacf-4b03-b6ca-7f2ac6bf3093,366,841,218,410,110,213,768,613,157,235,713,201,
cb0b99a0-46a2-41a6-bbb5-ec47c63f624e,693,164,863,236,920,738,602,534,587,863,,,
cc3ae4ff-72f9-4821-9453-40ce589eb566,674,439,994,581,421,435,101,432,767,337,311,765,
ce030781-3a6f-4a11-b911-c694d0f1e0c7,443,929,526,425,278,749,581,812,136,,,,
d03e9d2c-44b8-4e82-897c-235fa70bb167,503,437,636,393,996,894,387,105,717,222,291,,
d2c12452-68d9-4ce6-803c-618884a53588,300,489,515,948,679,419,409,684,765,654,184,,
d407d775-cdc1-4e3d-bd24-bcfd5006d0a3,769,529,208,435,845,115,313,837,,,,,
d5af79f6-15f1-4e9c-88b7-793e0420ee62,318,985,472,859,304,238,301,405,521,870,388,,
d90867e7-20b0-4789-aeaa-49d4437050ef,649,942,145,429,167,282,354,827,452,382,933,232,
dc59af16-a8f1-47b6-b160-a89a4b8a7150,630,575,391,368,845,521,296,196,772,,,,
de54b024-f438-456f-8b8c-951eb32ff084,729,649,713,359,862,427,209,506,599,405,375,,
e01289eb-012c-4398-be6c-a95a711619b4,520,294,386,407,198,101,472,517,464,436,698,,
e0f05419-d487-43d5-9840-0aea0e9d4cdc,977,229,656,410,427,914,461,906,66,115,,,
e14e3e41-7332-4580-a36b-bc872898a5df,395,936,391,934,766,258,430,139,122,994,,,
e4b166e2-a9f3-4434-8235-2f52fc7b87c7,198,136,207,416,146,324,424,904,730,626,219,,
e6d6c5eb-46c8-4248-b66a-0cb54e492b09,407,411,382,664,264,620,622,422,691,454,330,305,
ecf762e8-548b-4140-b9c8-72633a554372,324,144,743,244,898,630,993,585,901,316,367,,
edeaa6b3-5c2a-4b58-8e26-ca505be2a423,818,295,254,250,109,115,955,181,285,997,,,
ee4fc3cd-7ced-4bad-89c9-d53f944d5e8d,311,370,378,515,786,913,507,501,971,117,,,
eed17f39-83b3-4142-8ca0-3ceec7713762,742,956,230,279,614,862,196,742,120,,,,
f2120951-4539-4d8c-b526-51b315c19162,185,425,337,20,233,122,884,872,270,142,209,,
f3d5b3da-c303-4d7a-94e2-78a6a5810315,771,133,672,289,311,291,752,301,909,484,,,
f91bccbd-bb17-4cb6-b6ee-c4756a4e1078,438,258,816,403,656,503,803,749,361,105,188,,
fc3c1e07-3bf7-4fa4-ab76-3c48b0c76397,968,670,253,565,758,804,328,417,782,298,,,
fdb31440-5dc3-4e16-8ede-1cfd704e4b2f,676,926,446,312,96,430,199,126,391,387,414,160,
fe8abfa6-f35a-4af5-b82f-2419b17c37c1,880,670,931,916,752,536,107,705,,,,,
ff12ba91-c1c1-44cd-9c18-61d56ca00c2e,823,525,770,794,187,512,488,119,852,220,,,
fff383a9-d7e1-4797-8b2b-b3b3488401c4,588,773,693,446,204,395,318,710,599,875,222,183,
