id2,lat,long
1228ff37-44fe-4685-ae6e-4f79744fceba,40.1803151963,-74.6510702245
123f2fbc-f7c0-4433-b4af-133b7d60fd7b,39.8485047772,-73.9621689545
12a4240f-d9c6-452c-a4a7-d07436d120bb,40.126560421,-74.4206169752
12a44dd4-c862-4208-b09e-68e5dfde8dae,39.9236441547,-74.6068109105
12d00295-53b2-420f-9aee-6b68de6dc6e3,41.500066886,-73.7026350767
12ddfbc9-55de-4900-b885-0e884fc06858,41.2689068358,-74.7505986249
13326c32-ce6f-4d47-a6e0-d1f214fa7be7,41.5719393441,-74.3768628369
1428f80c-c5bd-43a9-a386-75c2e6011721,40.0735068344,-73.689611176
145f46ee-73cf-421f-9a93-8ad34abf75ab,39.7794676202,-74.2495641872
1491ae5e-01f3-46ac-b3ab-43dd29e1ac6b,41.1722546209,-73.2627734238
14d2d69c-19d6-43c1-8077-1d0d460c3bb3,41.1052766002,-73.4116328213
14f06d73-0303-4f3b-b8b1-c6f157831597,40.0324312551,-74.9986823488
14f56e46-0eb8-40bd-93bb-210d6d005c11,40.1787625136,-74.3135420989
15117dcb-d51a-4d8f-af64-10740b14b94a,39.9330285354,-73.4867975732
151f6952-c29f-4c15-be25-571ab59ce7b9,39.8688032259,-74.5392546999
156238d6-d467-4386-b63b-1a4e7b33972a,40.8625879763,-73.5032048717
15bc84f7-e716-42e7-9854-a5d4b301701c,40.818751797,-74.5353332104
15c33d19-fc6b-4905-acbf-b690ecbe0090,40.9116772093,-74.6271218649
15f800ff-e3b7-4c6d-a11f-f59078ea9e7e,40.6361082015,-74.8729699249
161e0ebd-224f-4351-a35d-175b531883bf,41.3055047541,-74.9181378456
1636316d-6020-4b6a-b505-5356d0f540d4,41.2707032727,-74.8608601116
16af9952-ba87-4150-9d94-e5d03657521f,41.581643377,-74.4545599132
16d1be12-68af-4ccb-88ae-ae27d2fc396c,40.4113399667,-73.1489670126
17756155-7508-4089-b527-00e663b8e00c,40.2195580662,-73.0907976505
177bec76-2d31-45ec-ae79-5b1300930b4d,40.5796549451,-74.063894024
17915c03-5559-4ef9-b475-f191e62753fb,40.7596514096,-74.7981723735
1794789e-6f2b-414d-9f04-6d89cc0a8b3c,41.1320201317,-74.5556699024
17a2b970-c5a8-4e14-be51-e058a68d06cf,39.8431865747,-74.3969988015
17dd0ae4-2728-4ea1-b226-5f22454ff747,40.6860556974,-74.8635044811
181c850c-28f2-4b06-b3ee-996d2b05ea89,40.7732729339,-73.9732104777
1891f413-b36c-4633-8e34-58e8300cff2a,39.7279220147,-74.3806488801
18f39693-51f4-4ab3-abf9-8fa73793425b,40.9264193299,-74.9739173693
1946cbc2-a462-40a4-875a-b9cac79564cd,40.3259848573,-73.6960798932
1997d299-9a9f-4dcc-b959-7e8ab747b483,41.1602579128,-73.1676682886
199ce308-e834-46df-9f5c-af23844ff34b,40.9007267277,-73.7987541314
19ab9626-fc4f-49bb-9f2b-c6e65ba404bd,40.4818084587,-73.6574955643
19d11bb8-1393-4f54-b785-36a9efe34978,41.2733815684,-74.872964665
1a08a44a-6d4c-43f1-a6f2-33330512e3af,40.5703321597,-73.5909440191
1a560ce1-b6b1-4508-954c-0438f03708e9,40.6455574813,-74.2306834389
1a98c1f7-b17e-4fd9-ba1c-2e0166676281,39.9117765653,-73.0575574484
1aa522a7-d536-4669-a425-9856436d1617,41.4001592117,-73.7383153797
1aadce36-040b-4b12-9cc0-1c9f5f2ce399,40.3412479631,-73.4406272027
1ab4d02a-f85e-4e62-90fa-02a069420f90,40.5539636729,-74.1734086029
1afd723d-f07d-4a05-9a64-7919f0eb563e,41.0138181625,-73.9404547604
1b238f50-89b8-4c49-ba57-51b8ce529288,41.3491385498,-74.6185241545
1b2f6919-ac72-4710-9f59-60ec7acfd071,40.1822366256,-73.4695678462
1b421190-7383-48b4-b2ca-3d4de7b3e933,40.2758619084,-73.9587803742
1b4737c4-1ba9-4a5d-95c1-a02ded8b6b2b,40.8494518115,-73.3106180735
1b53c944-623a-4e73-83a1-61eb6f9f1d18,41.0236530306,-74.4319027657
1b60d76b-5fee-4efd-aaf0-d6483c039d27,40.9589496401,-73.2263031571
1b99cd3e-7872-4bac-841f-3d2569fa9cec,41.2061910497,-74.953182636
1bd03cf0-e052-45a3-98d1-1cb54d172f0a,40.7865072576,-73.5357227879
1d1e0a13-2ea2-424b-b11f-6dee64c4be0b,40.8713883392,-73.9786741014
1d7047be-0e21-402e-8f9f-fe7638468f18,40.9755190469,-74.0181426996
1d772266-5433-4ea2-aa36-ddd1238b881b,41.4817747872,-74.2350016218
1d98fc47-eb42-4173-b779-0e1843ce3ad4,41.1216620335,-73.3563375818
1db88d72-905f-4ea0-80f1-a2c2693cc914,41.2271323553,-73.785906157
1dd98781-3ced-43a3-9e40-536c74645d44,40.5886690671,-74.9235648832
1dfd3e70-0069-4917-bd8a-c2e4921ab74d,39.829688687,-73.7022594944
1e064ffc-59d9-406d-a808-a1223ae6294e,40.4104111732,-74.9256279933
1e9b49a3-5858-4d6c-beab-484e06417a4c,41.6996335863,-73.1921671019
1ea02228-0d57-460e-bf59-bec7c975aa04,39.7937850409,-73.6774849317
1f9f31c4-c828-400d-a0c5-ec7cbc6a0add,40.8691584677,-73.6488921453
1feaa278-6eb4-4909-b7e6-0c12575388c2,40.0916402136,-73.9960714045
200f8473-2072-469c-8791-e4f63c3074c3,41.1688209512,-73.8461327522
20966263-e6d4-42d3-8037-f31cd4648e70,40.6414492111,-75.0003510446
20becc67-258f-4fa8-8a0d-b1baf7fc1d4a,40.3140273109,-74.2663016194
20d981cb-f289-4255-87ff-a589652dd0b5,41.6920119044,-74.6302361576
20e745c8-4ac6-4241-a3da-1079ee1abaa9,40.9180489432,-73.7838166836
2114cb5b-7c61-4780-87f5-82c52a07e0c1,41.6129651467,-74.6637012303
2171d13d-2312-46f8-a9bd-8b4de5da86c7,40.5511306856,-73.4081964452
2196066d-115a-4862-9418-19494b11ea23,41.3797054384,-74.8095214423
21bcdeee-20a4-4a59-80b1-d50142ba6123,41.492342594,-73.4402610898
22736b98-f9ab-4296-9ae0-0e112bc4a44c,41.0379583697,-75.0048444254
22d8486d-a568-41a0-839c-3ac8b3b00eab,41.0653872908,-73.3675665686
22e9d23b-0c7c-4eab-a631-04dd27222f5a,40.5671003946,-74.6364943242
233e399b-8ddc-42cb-b414-9068f43df0c9,41.3391225679,-74.8848081307
235c9227-3b4f-4f9d-8e86-901f67795a94,40.8181285098,-74.0706747358
23725929-0c74-483c-9d1c-d8620fe2a4e9,40.5388242797,-74.5970758478
23f54d8a-f050-46c3-91f8-d7860547f4f2,41.4959765085,-73.1908895046
24315470-f7d7-4561-97ad-d65da930eda1,40.2032425381,-73.1087206747
24fda4d4-69fc-4ea6-80e1-e91d822c9d73,40.1256745214,-73.3062294961
255a3773-9fa5-4b0f-af87-dda726d89ad6,41.1423535925,-73.8263323563
261c3326-a2d5-4cb7-b7d2-567c78b1fa9b,41.6620692426,-74.3448532159
262644e1-1e7c-46a9-971b-977d678b8a31,40.6141531714,-74.9810204866
2651f211-1fc4-413d-9da4-e65206022e29,41.1710352992,-73.0732397016
267179bb-e69c-47d7-a0dc-685adf527ddd,40.9328580732,-74.2970460586
26759adf-e11a-4572-bc7b-19f8a8a14a16,41.6205632182,-74.5963902113
2690f715-0e96-45f8-8941-66da7837f260,40.5999094925,-73.1038721595
26ca5c86-c957-4263-bae3-ba02b6f4d7c5,40.4232972838,-73.2262765493
26d16001-08bc-4d72-946a-01668dd0a409,40.0262709493,-74.4104572357
26d2203a-60c6-46d9-b7a7-2f99cb9e0269,40.0521155804,-74.8216198223
273b9775-f5ec-416f-bcc2-e9c306b72227,41.6535284744,-73.5597575222
2781da94-9644-4a69-b0ec-d43cd4acae0b,40.8328184023,-74.9970481079
27d10b5f-1fde-4c7e-99a8-9ea8c455a862,40.1001941324,-74.0772988408
280ceb16-bb7a-4fd7-bd53-94a08ed266d8,40.8818138684,-73.2623534833
2828f61c-32bb-446b-b283-706b033992ef,41.6066294575,-73.0754616086
282cc013-496c-408d-b1cf-448576204985,41.3858166859,-74.6611431274
28b0e50c-fa85-4ff7-8c7c-8bc639eb4f66,41.2060291664,-74.7152192843
290fa527-147c-49fa-b9da-11e9b917acfc,40.6765910218,-74.6125756759
2918fdcb-dfed-455c-b679-3041e151f743,40.5005103334,-74.3890506264
2920b17c-6e92-4f8e-8e69-7cf13c537de0,41.6497330708,-73.6629806943
2976bc2e-b495-453e-9555-ff98f79cce05,39.9868825753,-73.8915411353
29a53c7c-e0ec-4484-aea8-e0091311c6b4,39.9094870718,-73.2395210684
29d4e8ae-2189-4aeb-aa58-ce49cb8eb3ea,41.4525392217,-73.978596045
29e264bc-003a-4a0c-8137-fe0482b2b7c8,40.5275365403,-73.2735973871
2a8263a9-25b8-4076-9d71-d80873ac601b,40.3913307674,-74.7886084861
2ac27bdf-8575-476c-9328-f56d8806c4d8,40.9285331019,-74.8368948073
2b6dafef-239f-46bc-8671-0781900a1f06,40.0579487158,-74.5512699401
2bba2c4d-7b74-4408-abf5-16ccb7d594e5,40.8553332298,-73.1000441652
2bd9b967-ff0c-438f-b7de-cb5cd2343ebd,41.2734854841,-74.397269137
2be81819-848d-4ab5-9811-72d9d388b1a3,41.5903988275,-74.3563417116
2c39b13d-6d8d-4f37-a352-299e5499039d,40.7039874827,-74.360443723
2d6f3f77-2641-4a46-b651-990b84ef9e0f,39.7386336459,-73.2702163703
2d7e587f-105f-4306-9241-550efb9fa680,40.9580230938,-74.5752853714
2dd49653-3a00-4a31-a52f-24e17d3c17c7,40.6651949864,-74.2567658503
2de73efa-c733-4089-b83c-bb24545a08a3,41.3253134081,-74.6204520458
2df67bf0-d0f0-4c95-87c8-75fa1cb25a76,40.2303744652,-74.4849378186
2e0e770f-6f39-4342-979e-d30b113aadc3,40.7301991127,-73.6110424677
2e8de5f0-f65d-4760-bd0f-0b1ffe6d9718,40.4944177567,-73.5231429421
2e945666-c17b-407a-b9f5-138054cb4ccf,39.7990614513,-73.7327002601
2f0e748c-e0a0-416e-b370-37a2da7662ea,40.8969651147,-74.7884321484
2f45db16-0231-49db-a996-33f16432604e,39.7473567863,-73.8818273777
2f527d55-ea6d-4593-8b36-4b3fe03f94cb,41.1595195714,-74.3675239762
2f68646c-8aee-4344-a27a-29340be47c39,41.2801750459,-74.3524292802
2fc4d430-c6cf-42f6-8750-ea279f01fd1f,40.9857926185,-74.3133175282
3092f6fc-7962-4762-8e6c-f139d3573b1f,39.7729636525,-73.406881958
30f63ead-3eeb-4820-a8bf-24ddd28bbeec,40.7000082422,-74.0500084766
31770639-cb5d-46c8-a6b3-1f604dc67b4e,41.5168728244,-73.1262294
31b3d549-457a-4796-9df0-98e250103c89,40.1468087034,-73.0962163146
31c2fcf2-d00b-464a-a715-826949a7a99a,39.854934191,-74.5241691225
326724c3-9d8b-4c5e-8440-8a470b1c51f2,40.8401024054,-73.3841004612
32de4cbb-614b-4ed5-abff-113262fc3cd9,40.3699640036,-74.4645510802
32f5e955-d493-41c9-9169-25454dee8800,41.3922271287,-73.7524381179
3307fdae-153a-4b51-bf93-fb4b6b20891a,40.5798395139,-74.5926237764
33173d4a-8f57-4576-b17f-bdd366d45fb5,41.6857376293,-74.4882973404
333e5a97-5d28-491c-aacf-9941def8e26f,39.917580346,-74.7708909475
3340987b-e877-4242-9832-c90f97780903,40.6477535958,-73.1359371007
334783b9-d2c3-4cf6-8d49-cdcd910cc491,40.5695787285,-73.5538167124
33639c07-0d78-4602-8191-b2fb526a78fb,40.1415329913,-74.4272751043
336d05a9-dbd7-45f2-b210-f3de096a9f73,41.3521701617,-74.2142180092
33afa634-e559-4759-bcc6-e30e47e891a5,41.3996558537,-74.9242685458
33daee18-e6e8-4316-8ee6-d9c7764e66e8,39.8447111415,-74.6422522012
342607cc-d7eb-4766-90c3-fb147e25bd26,40.4897965844,-73.9639882483
342e062c-609a-4ae9-b35e-1d9f0a8d5a75,40.3089481077,-73.505714488
345debc5-657c-47c2-9d53-5a3079bbf729,41.4176971374,-73.8741402876
34b3a2ee-2339-430b-b23b-1413c0266117,40.9566970771,-73.7869162864
34b8d1ab-2f17-4731-b143-e2ccd62ae94e,41.3831998728,-74.5322975117
34f354bd-e1f2-4d6f-bfc8-a2eb0883a7c1,41.3460005033,-73.4020210902
352d3fb0-e2e8-4dd8-955c-081ed75c10e1,41.0278926971,-74.9221925564
3546aa87-0790-4277-b0b8-9cd9f402412f,41.31447087,-74.7194331601
360ad169-f2a8-47c0-95f5-9542c4ed2e3b,41.690297448,-74.8401222411
361d9798-186d-423b-b0fc-826cd4eb1799,40.2017033106,-73.4979799797
362784c7-3b7a-4f02-9da7-96c08da46bbb,39.7272766222,-73.4496723673
364745b0-aa0d-4ebf-a6b5-0d46830b1add,39.8190414646,-74.3664629238
364b8617-d36b-436c-af8a-eef042d170a4,39.8395995551,-73.3580338095
367382d0-c24d-4c18-ae57-c59fff788970,40.4393859648,-74.0336488355
3675c39f-2427-4420-bf41-f29f37f7b1b3,41.2311701344,-73.1903327686
367cdff5-52ad-4e55-b8c1-ea094ffa9e34,39.8185614371,-73.9074784732
368f8889-0571-4232-9187-771f5cf5f11e,40.2469041289,-73.1747379368
36ee004d-b5a2-47e4-a55c-6ef3ebc48454,40.2438712257,-74.4303019408
373cd12f-5ecb-4564-a23b-ae61c2cbf731,40.267879504,-73.6903708213
37716d1d-b824-466b-9158-0b5ac179ee8f,41.4376520782,-74.7167107844
382b7646-8803-47fd-a333-b22af15b633f,41.6137511989,-73.8151367548
3867846e-b17c-460d-b84a-bff8568fb64d,41.1120452083,-73.968048732
387aa4ca-6179-45fa-9e0f-eaccd6e8c1d7,41.5711384425,-73.7065571392
38b3f2d6-7d58-4056-a050-f7f25a09374e,41.1748899094,-74.5381344094
39033a47-1a1d-4e3b-8f53-55423b70609d,41.5553233199,-74.9597798683
3915aa8b-799e-4abc-9f8e-0f33fe3275d6,39.7808226387,-74.0029652098
392cc4eb-d88c-47e3-97a8-a00238260e8b,41.1652933238,-74.2807878171
393660ab-c0fe-4004-a425-2fe9021f7db0,41.3535843758,-74.0116207097
39420154-9db4-4822-8ac2-fe28686ec92b,39.8012417702,-74.3745355673
39fc982e-f3ca-41db-be1e-b0ca7af7fba8,40.4773766746,-74.7572042814
3a0cb0a3-f87d-41b3-bfb2-aae9c3153aa0,40.440215601,-74.0904816143
3a32b5c3-6f09-4a4c-acee-892faefcb900,41.2580285503,-73.764400871
3a42dee5-da4d-41f6-a44c-a60c982791e3,40.294585158,-73.2363596703
3a9192d7-69c9-4987-9c50-9ee8efea290c,40.7939456148,-73.6162426988
3ab43e93-ae4b-4651-bd41-eb7c727592ae,40.9745859926,-74.5404892552
3b03683c-572b-44f9-a72b-48b142044622,40.2867009173,-74.9709168474
3b16a0b4-14eb-45bb-a9b6-4dda01b45f29,39.7620742741,-73.7303732405
3b449d58-5fe6-4630-9c63-e3e3e568d882,39.7525134738,-73.770895039
3b982e34-7002-4249-a03d-8a997c271484,41.1890387724,-73.0778689648
3be3a9f4-8243-4308-9ff3-bd10492d7ce9,41.3013626213,-74.0004856167
3c5328b2-d0cb-4c3f-8683-7bfc8a3cdab3,40.6088903516,-74.4335998853
3cacdb05-e65b-4d2c-a95e-46e33c5c62ac,40.1347078574,-73.2383743072
3cc41c2a-926d-41cd-bc48-da8cf2a30e20,41.5428142162,-74.8518822389
3cd5da16-c45d-4c4f-b067-b25286fda2b6,40.7060207729,-73.352077752
3d9771ef-f088-4054-ae2e-c8a0aa058f6d,40.312432931,-73.0596115777
3daf4c4a-c270-4d97-9639-69fb3356f8ef,40.2039574369,-73.9561637849
3dc3cd5c-1a3b-4e39-ab61-f531d43205a0,40.3273147888,-74.37025488
3deead51-9bbe-418e-ab02-d47431f640b9,40.4522001332,-74.0594568921
3e33bf9f-c59c-4b4a-968f-58ff90a270cd,41.2543882798,-73.8956402861
3e53075b-bd8f-4376-bbab-711a57c57277,41.666930404,-73.7239103145
3e57a5d5-0433-45b4-b6e2-af0b014875d3,41.6466274904,-74.0828350313
3e7ba5a3-87d3-4616-a751-a9a8b3cebf77,41.3158604627,-73.3613609628
3ed21f90-10a3-463e-aab1-bfc9dcffe996,41.1041603315,-74.4845067475
3ee74094-c657-45f7-a29e-9b4d28b6229a,41.7094762145,-73.077890073
3ee7db4b-e991-46cd-9a79-c00c19e5fe43,41.482418181,-74.5525040253
3f70ee1f-5363-4577-a4e0-02a55d464201,41.0338863839,-74.749124321
3f72f061-2578-48c9-bb2e-f62e678f4090,40.5683447898,-73.6828363194
3f8052cc-0279-45ab-b52b-f6e09d539207,39.8141170056,-74.4743428935
3f94b80a-5fe0-46b4-89c3-02e18745bbdb,41.245886228,-74.8342658888
4036a91c-7dc2-4e5c-9bb3-4961956622fc,41.5698581384,-74.1953794632
4081d551-9185-487f-8461-d01d6350c78e,40.9562915823,-73.6545851295
4102d5f4-1c5a-427c-a4f2-6e307465a795,40.7621158561,-74.482193737
412bf58f-aa28-4e77-93b5-5a6558025422,41.4683269625,-73.1664081444
41938732-672c-470e-a61e-0b34a28105a4,40.9347149807,-73.183348093
41da54ca-8c7d-4cd0-9495-551883fe455e,40.8741271121,-74.3393449592
4203701a-b33c-4ab1-b4bd-c24552a2c2fc,39.8551116914,-73.7900251896
4248003d-81dd-4456-a43a-05006a38dc3f,40.5130775557,-74.2639986985
42b7d530-cc38-4187-9e93-6a6f297b5bdd,39.7485105241,-74.9349689106
42c2ad95-32ae-4622-bfc8-ccb4f71aed51,40.5428922583,-73.9961744272
42f1013d-020a-4ca9-8b10-4dba806ecb04,39.8036053465,-73.7332729828
4354a130-377b-4d49-b4ca-8499dc96521d,41.4965935812,-74.6455027694
43ae41c0-6dc4-45f8-9a9e-788110de9961,41.356229824,-74.3692335803
43b9a9b3-3b4a-4250-a46c-59b580572398,41.5351257957,-74.2414305305
441883a9-0b95-4f8b-a209-3691265f563f,40.2985493539,-73.2960475106
443906f3-0012-49bc-ac8b-94d15889fa66,41.1396623041,-74.7060209608
445eca53-fff0-431e-83b6-64931d1e877a,40.904500749,-73.9474017457
446a534f-262e-4281-8833-7695542f770a,41.3649603319,-73.8915649778
44ede29a-7d5c-4695-b7c2-20e5dcabd673,40.13012257,-73.4311246765
4515f753-ae0f-47a4-81f6-229e4a0f1190,41.0921274188,-74.1789569781
45830aa1-a66f-4729-a493-5e6f9e216fd3,41.0278265725,-73.9289461307
45ac3b0b-25db-480c-a708-4abccf36e5a0,39.9452674682,-74.008990351
45f2b9f9-6cce-4f7b-b8e5-b14d05a27961,41.3098077129,-74.3919301961
461ae300-e56e-411e-82f6-56b722a85e19,41.4500471487,-74.0977633851
4649c6d0-d54d-41a9-9463-bc9816f3aa23,41.526577121,-74.5164091406
46c4bf50-d72c-42e5-b968-bff2a6cd71c3,41.4928525681,-73.9267614945
46c688d5-c6fe-4cc6-9e8a-70c132164d4c,40.0409103203,-74.5561364229
46f1ea55-fc33-43ef-af21-8c6b4f3d330f,40.3620080616,-74.0863502773
471daa4f-22f4-40d9-b601-43a337b99aaf,40.5411860531,-74.0251396729
475abdfb-3472-4d94-bc5f-12e87056ea76,40.1065291698,-73.7923739232
4765d32a-312e-4ed2-a2cf-2fd077cc6093,40.6114618234,-74.2141622577
47af25c8-2ec0-4c3e-9f9f-62f773bdb3a5,39.895422762,-74.3543699129
47b7fa84-4ef0-4883-b164-f45e6a14b33d,41.3270049946,-73.3564827438
47e39aea-62d7-4056-9636-864c76189fb8,40.4343985566,-74.7538261449
4811914d-6db1-44ec-a497-330471648d87,41.1268996446,-73.3912573369
4864653d-66c2-40da-9b98-42b46698284d,40.732568015,-74.4496485329
48657641-0b69-471e-916e-d2bb7fa32644,40.6123001687,-74.4815821675
487f78ec-7f8d-47f2-aa60-49e11506e842,41.2079922781,-74.8115838942
48fd33f8-0b2e-4a08-b7fc-965d685929eb,41.3674934973,-74.681476907
4924b998-b21e-4162-85d3-3a879a9f4f54,40.4389043919,-73.59322512
49a91593-1b61-484c-acb3-cc0c8990bf07,39.9811297587,-74.9413323176
4a59f466-3d63-4fd8-bd97-09c357c844ec,39.7840947528,-74.9612320496
4ad07ddc-1576-45eb-bd86-c40a6485a6e7,40.4409089125,-73.2048801899
4ad0cc74-d344-4e8d-b206-a9ef85b077c2,41.6406406389,-74.1464668227
4b631c31-ba48-4e96-97e7-f14c95b326ca,41.4118706887,-73.6997561233
4b7b8dea-a1d7-40c9-bcdb-1cc5fb7e1191,39.890858895,-74.4789400809
4c04ace2-034f-4277-883e-4e3e4fac91d0,41.6060004234,-73.7336277342
4c37b42a-cc53-4cb3-8005-6926e151a22e,40.803715735,-74.5120354126
4d6aca81-dccd-484a-bc26-1859cd31f726,40.5948355688,-73.4381011139
4d7de7eb-be45-4e25-9cfc-0bde99088a26,39.829285649,-74.7423323455
4e1046e2-7b34-403f-b2b1-87e25a2039aa,41.2526490072,-74.6056152613
4ea34c0c-271c-407b-9026-ca3f07fc904d,41.6195360056,-73.9152080379
4ead4257-b945-498e-97e8-aef847f622e8,41.1028398496,-74.1357250001
4eada471-bd01-41fd-8fbe-f5f9947a5d09,41.2019053717,-73.6141705164
4edfd483-402d-4f00-bd5d-354f9951e373,39.9016349688,-74.682975994
4ee9f33c-6157-4631-af00-c6e9ece2c36a,39.7189642591,-73.7327695403
4fd13c19-d9d5-4142-8231-a161f5f2c6e6,39.8318738774,-73.31892733
5021a512-f49c-44ba-bd19-7e4f1cf45057,41.495361942,-74.4784521834
50a041f2-a799-499d-95fe-acb334079356,39.7730667054,-74.7394326622
5189ef67-569b-447c-9ff5-587cf6e8112a,39.8570602682,-73.1028355178
51cb3487-9133-4ebc-9fcb-9469aa750789,41.0843514751,-74.0258124971
521f7953-d67b-4b31-aaae-5c6d4f0c4b24,40.3548127961,-73.2726208106
52982582-e8b2-4d5c-98a0-d442e5561fcf,41.0743058256,-74.6880646093
539469a8-2e0d-4650-b286-3e1605773772,40.9583104245,-73.4437652752
53cbb814-4619-4249-8cf4-111875e1b186,40.1123765066,-73.3082096463
54000dd8-9a10-458f-824f-67a722031067,39.8971902259,-73.4686012898
54a10131-13a2-4f2b-a3d4-8577d9ee479d,40.3333526188,-73.5923713779
